Pays;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
LIECHTENSTEIN;NULL;NULL;NULL;NULL;NULL;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.1;0.1;0.4;0.2;0.2;0.2;0.2;0.2;0.236;0.2;0.1;0.01
LITHUANIA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;1;1;1;2.3;1.2;1.9;3.2;5.3;5.9;6.4;6.5;6.5;8.8;NULL;NULL;NULL;NULL
LUXEMBOURG;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;4;4;3;3;10.1;14;5;6.8;5.9;5.1;4.7;4.1;4.4;2.6;4.6
MACAO, CHINA;6;7;6;5;4;4;4;4;4;6;8;14;30;22;17;23;24.9;27;29.4;35;31;27.1;25.1;25.5;26;2;NULL
MADAGASCAR;8;9;6;15;20;24;31;6;22;39;52;59;64;84;37;40;39;45.3;35;36.9;12.1;21.6;11.5;20.7;28.7;8;0.493
MALAWI;140;143;153;162;188;171;203;300;320;336;337;484;559;574;574;562;588;631.1;642.2;637.3;635.9;645;698.3;726.2;896.1;184.6;392.7
MALAYSIA;29;30;24;25;30;74;162;148;134;137;128;157;308;127;85;42;111;99;101;108.3;96.1;79.7;75;119.4;126.8;20.8;2.4
MALDIVES;8;8;8;7;2;2;2;3;4;5;3;4;5;6;5;6;6;7;8;8.1;9.2;10.8;14.7;15.4;18.7;6.5;27.5
MALI;12;12;14;18;16;19;19;21;28;29;36;39;29;47;45;47;52;41;52.6;62.2;73.9;94.8;88.2;98.5;99.2;29.5;46.7
MALTA;5;4;6;6;7;10;9;9;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MARSHALL ISLANDS;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MARTINIQUE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MAURITANIA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MAURITIUS;144;163;164;163;156;164;168;172;174;175;185;189;211;213;204;226;231;270;277.3;273.7;284.1;291.3;301.1;311.8;310;58.7;17.2
MEXICO;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;9;10;13;10;15;15;11.6;13.3;18.4;23.7;25.6;27.6;32.7;33.6;8.4;12.9
MICRONESIA, FEDERATED STATES OF;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MOLDOVA, REPUBLIC OF;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.3;0.3;0.5;0.5;0.3;0.3;0.4;0.4;0.4;0.1;0.2
MONACO;NULL;NULL;1;1;2;2;2;2;2;2;3;3;3;3;2;3;3;4;4;4;3.4;3.9;4.1;3.6;4.3;1.1;1.6
MONGOLIA;NULL;NULL;NULL;0.1;0.1;0.2;0.3;0.1;0.2;0.3;0.3;1;0.8;0.6;0.4;0.6;1.1;0.8;1;0.8;0.8;0.7;0.8;1;1.1;0.2;0.1
MONTENEGRO;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;1.9;2.3;3.2;3.7;4.1;0.7;3.8
MONTSERRAT;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MOROCCO;66;76;78;81;88;89;97;92;103;123;144;165;193;214;223;256;290.6;316.7;330.6;344.4;354.7;385.8;405.4;437.7;412.5;101.8;131.6
MOZAMBIQUE;NULL;NULL;NULL;NULL;NULL;NULL;368;848;592;623;852;977;1043;1213;1443;1466;1584;1581;1411;1255.3;1275;1353;1193.9;2263.6;1391.8;613;380.7
MYANMAR;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;NULL;1;1;1;1;1;2.7;3.3;4;3.8;5.9;4.3;4.5;1.4;0.2
NAMIBIA;NULL;351;384;469;NULL;NULL;536;592;526;NULL;602;629;690;676;724;714;784;826.6;912.9;1029.4;1083.3;1093.9;1090.5;1164.2;1251.8;112;162.7
NAURU;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NEPAL;1;2;2;2;2;2;2;1;2;1;1;2;1;1;1;NULL;2.2;1.3;NULL;NULL;2.8;3;2.1;NULL;NULL;NULL;NULL
NETHERLANDS;50;55;72;80;107;108;141;173;131;117;101;93;92;84;84;103;114;112;121;135;130;137;152;156;187;48;49
NEW CALEDONIA;NULL;NULL;NULL;1;1;1;1;1;NULL;1;1;1;1;1;2;2;2;1;1;1;0.7;1.2;1.5;1.5;1.1;0.1;0.1
NEW ZEALAND;11;14;16;17;17;19;21;21;20;19;20;21;25;28.5;22.2;20.4;30.2;18.7;18;19.2;21;24.1;23.1;26.5;31.2;7.9;0.7
NICARAGUA;NULL;NULL;NULL;NULL;NULL;1;1;NULL;NULL;1;1;1;NULL;1;1;1;NULL;1;0.9;1.2;1.1;0.8;0.7;0.4;0.6;0.3;0.2
NIGER;7;33;34;20;27;28;35;26;37;38;35;36;24;47;42;48;53;56.8;69.5;75.9;75.8;85.9;92.7;88.6;108.4;48.2;NULL
NIGERIA;738;867;910;955;1003;1051;1235;1451;1554;1825;1916;2108;3614;4015;4175;4185;872;1092;1281;1267;1584.4;1746.2;1395.7;1462.9;1464.3;405.4;418.3
NIUE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NORTH MACEDONIA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;0.7;0.9;0.6;1.4;1.7;1.2;0.2;0.5
NORTHERN MARIANA ISLANDS;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
NORWAY;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;21.8;24.7;26;29;18.3;34.8;34.5;45;18.2;6.5
OMAN;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;12.8;13.7;3.4;3.4
PAKISTAN;10;10;8;8;10;16;15;12;12;13;15;19;16;16;15;15;25;20;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
PALAU;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
PANAMA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;1;1;1;2;2;3;3.4;3.6;3.9;3.5;4.4;6;1.2;2.2
PAPUA NEW GUINEA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1;1;1;1;1;2;2;1;1.1;1.2;1.2;1.3;1.1;2.5;0.8;0.5
PARAGUAY;NULL;NULL;2;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.3;0.4;0.4;0.4;0.6;0.7;1;1.5;0.9;0.6;0.5;0.7;0.2;0.1
PERU;1;1;1;2;1;2;2;2;2;3;3;3;4;4;3.5;4;4;5;4.3;5.3;5.3;4.7;4.1;4.8;5;0.7;0.3
PHILIPPINES;2;2;2;2;2;1;2;1;1;2;2;2;3;3;3;4;4;5;5.5;5;6;6.6;8;9.6;12;3.2;1.1
POLAND;5;6;6;8;8;9;9;9;10;11;13;15;17;15;20;20;15;15;15;10;10;15;15;15;20;5;4.5
PORTUGAL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;59;70;68;74;75;84;96;136;164.8;161.6;161.78;190.1;199.5;208.3;56.1;67.8
PUERTO RICO;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
QATAR;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;61.1;70;84;92.9;95.5;105.9;103.2;87;97.1;90.4;94.1;22.4;18.4
REUNION;40;40;41;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;33;51;42;34;42;46;46;48;60.7;43.9;64.1;61.2;48;15.4;17.3
ROMANIA;6;5;5;5;5;5;5;5;5;7;7;9;11;13;13;14;16;16;17.4;19.8;22.6;23.9;27.4;30;32.3;12.1;16.8
RUSSIAN FEDERATION;23;25;34;31;29;38;34;31;29;29;27;28;30;36;35;37;40;40;55.9;53.7;42.1;24.2;27.8;46.6;26.9;4;NULL
RWANDA;NULL;NULL;NULL;NULL;NULL;93;100;NULL;NULL;NULL;NULL;451;516;557.5;560.4;547.7;774.4;935.7;987.9;1087.6;1153.8;1158.4;1322.1;1479.5;1405.1;427.1;442.1
SABA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SAINT KITTS AND NEVIS;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SAINT LUCIA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SAINT VINCENT AND THE GRENADINES;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SAMOA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SAN MARINO;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7;0.4;0.3;0.6;0.2;NULL;NULL;NULL
SAO TOME AND PRINCIPE;1.7;1.7;1.1;1.4;1.2;1.1;1.5;1.9;2.6;2.1;4.4;2.8;2.2;2.5;NULL;2.1;3;NULL;NULL;NULL;NULL;7.637;6.46;7.473;NULL;NULL;3.018
SAUDI ARABIA;585;NULL;NULL;NULL;NULL;566;535;607;525;675;436;489;601;1033;261;369;667;895;769;847.5;1139.3;1517.9;1487.1;1406.6;1501.9;230.3;219.1
SENEGAL;57;67;70;84;81;97;78;86;86;209;265;430;438;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SERBIA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;10.8;11;9.2;10.9;12.7;12.9;4;9.4
SERBIA AND MONTENEGRO;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SEYCHELLES;14;13;14;12;14;14;14;14;14;13;12;13;17;19;18;22;24;25;27.1;28;35.6;32.8;35.5;34.6;34.1;7.8;6.7
SIERRA LEONE;5.1;7.3;2.3;5.3;4.3;4.8;11.4;13.5;23.3;24.4;21.8;10.1;10.8;12;13;11;16;16;21.6;12;6.7;23.8;14.4;14.6;13.7;7.4;9.2
SINGAPORE;83;75;65;72;84;92;81;70;56;71;79;87;94;86;73;71;69;64.2;62.9;61.7;62.8;68;72.7;79.4;85.8;13.4;0.5
SINT EUSTATIUS;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SINT MAARTEN (DUTCH PART);NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SLOVAKIA;2;2;2;3;3;3;3;3;3;2;2;3;2;3;2;3;3;5;5.4;4.1;5.3;5.1;5.7;5.8;6.9;1.8;1.2
SLOVENIA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;2;1;2;4;3;3.9;5;5.7;6.5;6.3;7.7;9.3;10.8;13.2;13.4;2.9;3.4
SOLOMON ISLANDS;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SOMALIA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SOUTH AFRICA;3449;3790;3677;4305;4363;4234;4131;4453;4450;4638;5370;6281;6862;7344;5083.1;5733.5;6130;6648;6846.7;7272;6738.2;7492;7549.9;7777.7;7591.7;2134.7;1870.8
SOUTH SUDAN;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
SPAIN;NULL;NULL;26;29;25;37;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;267.4;302;509;492;487.2;552;725.6;1243;1314.3;1235.9;1340;262.9;250.3
SRI LANKA;1;2;2;1;1;1;1;2;2;2;2;3;3;2;2;2;3;5;8;12;12.9;12.1;12.7;14.9;15.1;2.9;0.9
STATE OF PALESTINE;NULL;NULL;1;1;2;3;1;1;1;1;1;2;5;10;12;14;28;24;33;27;18;11.4;12.2;10.8;17;2.4;NULL
SUDAN;NULL;NULL;NULL;5;7;5;7;7;7;9;59;51;65;66;60;49;54;103.8;108.2;119.7;142.2;130.2;130;135;NULL;NULL;NULL
SURINAME;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.3;0.3;0.2;0.2;0.2;0.2;0.3;0.5;0.3;0.3;0.6;0.6;0.5;NULL;NULL;NULL;NULL
SWEDEN;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;16;13;40.6;34.8;69.8;25.5;30.5;26.6;27.4;31.1;33.6;6.9;8
SWITZERLAND;83;80;81;82;73;77;79;74;73;NULL;78;85;85.463;88.625;79.919;77.745;74.107;82;79;75.3;78.9;93;94.2;96.5;99.8;24.8;27.2
SYRIAN ARAB REPUBLIC;53;72;76;71;65;66;71;71;73;90;93;81;78;85;76;90;46;NULL;NULL;NULL;NULL;3.9;8.6;8.1;7.4;1.1;1.9
TAIWAN PROVINCE OF CHINA;10;10;9;8;8;9;9;9;7;10;9;9;9;8;8;8;9;9;9;10;10.2;10.7;11.7;12;12.5;2.5;0.9
TAJIKISTAN;NULL;NULL;NULL;NULL;NULL;0.1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.7;0.5;0.6;0.6;0.4;0.3;0.9
TANZANIA, UNITED REPUBLIC OF;123;136;151;202;262;202;213;250;268;256;276;293;306;373;349;392;446;489;521.9;526;531;568.6;596.2;700.7;721.3;299.2;525.4
THAILAND;47;47;51;72;73;80;91;89;67;83;73;94;105;109;108;122;141.3;157.3;162.6;162.8;164.7;172.7;191.9;200.3;196.8;24.3;3.3
TIMOR-LESTE;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
TOGO;28;31;52;39;41;30;34;29;31;44;46;53;48;39;76;111;136;127;150;155.8;140.2;162.3;262.1;286.2;438.2;223.5;NULL
TONGA;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.2;0.1;NULL;0.1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
TRINIDAD AND TOBAGO;1;NULL;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2.9;3;1.3;2.3;2.1;1.8;1.8;2;2;0.5;0.2
TUNISIA;1034;719;672;751;672;666;676;786;872;985;993;1010;1046;1043;1036;1136;829;996;1043;1384.5;1585.5;1906.6;2608.9;2856.9;3078.2;446.7;92.3
TÜRKIYE;104;91;95;96;82;106;119;131;119;131;154;153;158;204;286.5;247;301;372;420;491.3;535.1;493.1;590.4;817.1;998;297.6;555.2
TURKMENISTAN;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
TURKS AND CAICOS ISLANDS;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
TUVALU;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
UGANDA;102;103;100;116;116;132;150;192;233;406;337;397;480;624;630;676;873.2;927.5;933.2;985.9;1044.2;1043.6;1124.6;NULL;1044.2;420.1;459.4
UKRAINE;10;1;10;4;7;15;5;5;12;7;7;9;10;10;10;12;15;15;17;15.4;16.4;19.9;52.31;32.5;30.6;14.8;29.2
UNITED ARAB EMIRATES;70;100;119;146;154;174;218;311;307;315;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;901;936.8;1012.8;1196.1;1369.6;502.1;794
UNITED KINGDOM;549;510;525;570;588;618;630;631;569;639;659;701;654;645;676.2;645.1;605;638;654.4;639.2;673.7;632;731.8;730;679;NULL;130.1
UNITED STATES OF AMERICA;138.774;204.291;233.972;258.228;272.798;295.09;286.783;241.011;236.067;240.488;251.654;251.841;276.3;311.136;290.861;311.205;344.063;381.082;467.549;530.198;570.446;574.301;585.447;597.803;566.6;107.1;153.6
UNITED STATES VIRGIN ISLANDS;NULL;NULL;NULL;1;NULL;NULL;NULL;1;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.9;1.1
URUGUAY;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
UZBEKISTAN;NULL;NULL;NULL;NULL;NULL;NULL;1;1;1;1;NULL;2;2;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.1;1.7;0.5;1.2
VANUATU;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
VENEZUELA, BOLIVARIAN REPUBLIC OF;1;1;1;3;1;NULL;1;1;NULL;1;1;1;1;1;1;NULL;1;2.6;3.8;3.7;3.2;3.1;1.8;NULL;NULL;NULL;NULL
VIET NAM;NULL;NULL;1;NULL;5;2;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;28.6;35.9;42.8;48;12.5;1.4
YEMEN;2;2;2;3;4;6;5;3;9;11;13;21;20;18;24;33;28;33;37;14.6;5.5;NULL;NULL;NULL;NULL;NULL;NULL
ZAMBIA;120;187;204;260;302;294;317;364;298;367;461;510;661;607;467;583;652;654;720.4;731.5;710.1;744.5;782.5;830.2;1026.4;444.1;486.5
ZIMBABWE;1137;1242;935;1486;1653;1497;1737;1760;1942;1523;1356;2083;2290;1732;1679;1951;2041;1562;1570;1598.4;1760.4;1848.5;1948.1;2064;1871.9;567.7;269.2
